OrderItemId,OrderId,ItemId,ItemPrice
513-02,513,2,22
513-03,513,3,55
513-04,513,7,9
513-05,513,11,109
513-06,513,12,114
514-01,514,8,10
514-02,514,14,999
515-01,515,11,109
515-02,515,17,39
515-03,515,3,55
515-04,515,7,9
515-05,515,6,168
515-06,515,9,64
515-07,515,18,9
515-08,515,10,109
515-09,515,8,10
516-01,516,7,9
516-02,516,15,56
516-03,516,16,29
516-04,516,8,10
516-05,516,17,39
516-06,516,2,22
516-07,516,1,109
516-08,516,4,15
516-09,516,6,168
516-10,516,12,114
517-01,517,17,39
517-02,517,14,999
517-03,517,19,7
517-04,517,20,12
517-05,517,13,599
517-06,517,16,29
517-07,517,9,64
517-08,517,18,9
517-09,517,12,114
517-10,517,5,695
518-01,518,6,168
518-02,518,10,109
519-01,519,7,9
520-01,520,16,29
520-02,520,2,22
520-03,520,8,10
520-04,520,14,999
520-05,520,11,109
520-06,520,19,7
520-07,520,17,39
521-01,521,12,114
521-02,521,16,29
521-03,521,9,64
521-04,521,11,109
521-05,521,19,7
521-06,521,20,12
521-07,521,4,15
521-08,521,13,599
522-01,522,20,12
523-01,523,9,64
523-02,523,20,12
523-03,523,4,15
523-04,523,14,999
523-05,523,16,29
524-01,524,6,168
524-02,524,5,695
524-03,524,16,29
524-04,524,13,599
524-05,524,2,22
525-01,525,10,109
525-02,525,4,15
525-03,525,9,64
526-01,526,9,64
526-02,526,14,999
526-03,526,10,109
526-04,526,11,109
526-05,526,19,7
526-06,526,3,55
526-07,526,12,114
527-01,527,4,15
527-02,527,18,9
527-03,527,17,39
527-04,527,13,599
527-05,527,14,999
527-06,527,8,10
527-07,527,19,7
528-01,528,13,599
528-02,528,14,999
528-03,528,9,64
528-04,528,17,39
528-05,528,20,12
528-06,528,4,15
529-01,529,16,29
529-02,529,11,109
529-03,529,17,39
529-04,529,20,12
529-05,529,15,56
529-06,529,18,9
529-07,529,1,109
530-01,530,17,39
530-02,530,11,109
530-03,530,9,64
531-01,531,5,695
531-02,531,13,599
531-03,531,14,999
531-04,531,17,39
532-01,532,12,114
532-02,532,19,7
532-03,532,14,999
532-04,532,2,22
532-05,532,17,39
533-01,533,4,15
533-02,533,20,12
533-03,533,14,999
533-04,533,7,9
533-05,533,1,109
533-06,533,12,114
533-07,533,19,7
534-01,534,8,10
534-02,534,1,109
534-03,534,14,999
534-04,534,17,39
534-05,534,4,15
534-06,534,18,9
534-07,534,6,168
534-08,534,2,22
534-09,534,7,9
535-01,535,1,109
535-02,535,16,29
535-03,535,15,56
535-04,535,8,10
535-05,535,5,695
535-06,535,18,9
535-07,535,2,22
535-08,535,3,55
535-09,535,12,114
535-10,535,17,39
536-01,536,20,12
536-02,536,5,695
536-03,536,19,7
536-04,536,7,9
536-05,536,11,109
536-06,536,13,599
536-07,536,1,109
536-08,536,8,10
536-09,536,18,9
537-01,537,9,64
537-02,537,3,55
537-03,537,20,12
537-04,537,1,109
537-05,537,17,39
537-06,537,2,22
537-07,537,12,114
537-08,537,15,56
537-09,537,8,10
538-01,538,6,168
538-02,538,3,55
538-03,538,20,12
538-04,538,9,64
539-01,539,6,168
539-02,539,16,29
539-03,539,14,999
539-04,539,15,56
539-05,539,19,7
539-06,539,7,9
540-01,540,8,10
540-02,540,20,12
540-03,540,10,109
541-01,541,3,55
541-02,541,14,999
541-03,541,4,15
541-04,541,6,168
541-05,541,13,599
541-06,541,8,10
542-01,542,20,12
542-02,542,7,9
542-03,542,5,695
542-04,542,17,39
543-01,543,14,999
543-02,543,1,109
543-03,543,15,56
543-04,543,5,695
543-05,543,11,109
543-06,543,12,114
543-07,543,10,109
544-01,544,5,695
544-02,544,17,39
544-03,544,8,10
544-04,544,19,7
545-01,545,2,22
545-02,545,17,39
545-03,545,7,9
545-04,545,1,109
545-05,545,4,15
545-06,545,12,114
546-01,546,20,12
546-02,546,16,29
546-03,546,9,64
546-04,546,4,15
547-01,547,14,999
547-02,547,9,64
547-03,547,10,109
547-04,547,5,695
547-05,547,4,15
547-06,547,15,56
547-07,547,19,7
547-08,547,13,599
547-09,547,6,168
548-01,548,20,12
548-02,548,18,9
548-03,548,2,22
549-01,549,13,599
549-02,549,14,999
549-03,549,20,12
550-01,550,19,7
551-01,551,3,55
551-02,551,8,10
551-03,551,5,695
551-04,551,11,109
551-05,551,13,599
551-06,551,6,168
552-01,552,15,56
553-01,553,10,109
553-02,553,18,9
553-03,553,5,695
553-04,553,1,109
553-05,553,14,999
553-06,553,20,12
553-07,553,11,109
553-08,553,4,15
553-09,553,13,599
553-10,553,16,29
554-01,554,20,12
554-02,554,14,999
555-01,555,14,999
555-02,555,13,599
555-03,555,18,9
555-04,555,8,10
555-05,555,16,29
555-06,555,5,695
556-01,556,10,109
556-02,556,18,9
556-03,556,16,29
556-04,556,7,9
556-05,556,8,10
556-06,556,6,168
557-01,557,14,999
557-02,557,19,7
557-03,557,17,39
557-04,557,4,15
557-05,557,5,695
557-06,557,7,9
557-07,557,1,109
557-08,557,11,109
557-09,557,16,29
557-10,557,9,64
558-01,558,8,10
558-02,558,6,168
558-03,558,10,109
558-04,558,2,22
558-05,558,15,56
558-06,558,9,64
558-07,558,3,55
558-08,558,5,695
558-09,558,1,109
559-01,559,5,695
559-02,559,3,55
559-03,559,18,9
559-04,559,13,599
559-05,559,8,10
560-01,560,16,29
560-02,560,3,55
560-03,560,17,39
560-04,560,19,7
560-05,560,15,56
560-06,560,4,15
560-07,560,10,109
561-01,561,19,7
561-02,561,1,109
561-03,561,9,64
561-04,561,3,55
561-05,561,8,10
562-01,562,18,9
562-02,562,1,109
562-03,562,17,39
562-04,562,15,56
562-05,562,13,599
562-06,562,12,114
562-07,562,20,12
562-08,562,2,22
562-09,562,5,695
563-01,563,10,109
563-02,563,5,695
563-03,563,19,7
563-04,563,7,9
564-01,564,14,999
564-02,564,20,12
564-03,564,16,29
564-04,564,4,15
564-05,564,12,114
564-06,564,3,55
564-07,564,13,599
564-08,564,9,64
564-09,564,19,7
565-01,565,6,168
565-02,565,18,9
565-03,565,3,55
565-04,565,12,114
565-05,565,20,12
565-06,565,16,29
565-07,565,14,999
565-08,565,1,109
565-09,565,11,109
566-01,566,4,15
566-02,566,12,114
566-03,566,11,109
566-04,566,1,109
566-05,566,5,695
566-06,566,3,55
566-07,566,6,168
566-08,566,19,7
566-09,566,7,9
567-01,567,10,109
567-02,567,6,168
567-03,567,20,12
567-04,567,14,999
567-05,567,18,9
567-06,567,1,109
567-07,567,3,55
567-08,567,11,109
568-01,568,3,55
569-01,569,19,7
569-02,569,10,109
570-01,570,6,168
571-01,571,5,695
571-02,571,16,29
571-03,571,4,15
571-04,571,2,22
571-05,571,12,114
571-06,571,15,56
572-01,572,1,109
572-02,572,3,55
572-03,572,20,12
573-01,573,14,999
573-02,573,7,9
573-03,573,18,9
573-04,573,17,39
573-05,573,3,55
573-06,573,11,109
573-07,573,1,109
573-08,573,13,599
574-01,574,3,55
574-02,574,1,109
574-03,574,12,114
574-04,574,19,7
574-05,574,7,9
574-06,574,8,10
574-07,574,18,9
574-08,574,14,999
574-09,574,10,109
574-10,574,2,22
575-01,575,4,15
575-02,575,19,7
575-03,575,6,168
575-04,575,9,64
576-01,576,14,999
576-02,576,19,7
576-03,576,9,64
576-04,576,3,55
576-05,576,16,29
576-06,576,10,109
576-07,576,4,15
576-08,576,8,10
576-09,576,17,39
577-01,577,14,999
578-01,578,18,9
578-02,578,8,10
578-03,578,11,109
578-04,578,4,15
578-05,578,13,599
578-06,578,2,22
578-07,578,12,114
578-08,578,5,695
579-01,579,8,10
579-02,579,4,15
579-03,579,18,9
579-04,579,7,9
579-05,579,2,22
580-01,580,17,39
580-02,580,4,15
581-01,581,2,22
581-02,581,7,9
581-03,581,8,10
581-04,581,19,7
581-05,581,4,15
581-06,581,11,109
581-07,581,13,599
582-01,582,7,9
582-02,582,9,64
582-03,582,1,109
582-04,582,3,55
582-05,582,16,29
582-06,582,6,168
582-07,582,8,10
583-01,583,3,55
583-02,583,9,64
583-03,583,10,109
583-04,583,16,29
583-05,583,6,168
583-06,583,15,56
583-07,583,4,15
583-08,583,18,9
583-09,583,14,999
584-01,584,2,22
584-02,584,11,109
584-03,584,20,12
584-04,584,12,114
584-05,584,6,168
584-06,584,7,9
584-07,584,1,109
584-08,584,15,56
584-09,584,3,55
585-01,585,15,56
586-01,586,15,56
586-02,586,1,109
586-03,586,4,15
586-04,586,6,168
586-05,586,5,695
586-06,586,2,22
586-07,586,12,114
587-01,587,7,9
587-02,587,4,15
587-03,587,2,22
587-04,587,3,55
587-05,587,9,64
587-06,587,10,109
587-07,587,12,114
587-08,587,18,9
587-09,587,13,599
587-10,587,14,999
588-01,588,5,695
588-02,588,19,7
588-03,588,20,12
588-04,588,18,9
588-05,588,7,9
588-06,588,15,56
589-01,589,2,22
589-02,589,3,55
589-03,589,13,599
590-01,590,19,7
590-02,590,20,12
590-03,590,9,64
591-01,591,18,9
592-01,592,15,56
592-02,592,17,39
592-03,592,1,109
592-04,592,6,168
593-01,593,5,695
594-01,594,12,114
594-02,594,15,56
594-03,594,7,9
594-04,594,14,999
594-05,594,2,22
594-06,594,11,109
594-07,594,20,12
594-08,594,8,10
594-09,594,9,64
595-01,595,3,55
595-02,595,12,114
595-03,595,1,109
595-04,595,9,64
596-01,596,4,15
597-01,597,8,10
597-02,597,18,9
598-01,598,2,22
598-02,598,1,109
598-03,598,3,55
598-04,598,11,109
598-05,598,6,168
598-06,598,5,695
598-07,598,16,29
598-08,598,19,7
599-01,599,6,168
600-01,600,14,999
600-02,600,16,29
600-03,600,15,56
600-04,600,3,55
600-05,600,10,109
600-06,600,13,599
600-07,600,2,22
600-08,600,18,9
601-01,601,5,695
601-02,601,17,39
601-03,601,11,109
602-01,602,1,109
602-02,602,14,999
602-03,602,19,7
602-04,602,8,10
602-05,602,20,12
603-01,603,16,29
603-02,603,4,15
604-01,604,13,599
604-02,604,9,64
604-03,604,18,9
604-04,604,11,109
604-05,604,12,114
604-06,604,4,15
604-07,604,6,168
604-08,604,16,29
604-09,604,15,56
604-10,604,1,109
605-01,605,14,999
605-02,605,13,599
605-03,605,11,109
605-04,605,15,56
605-05,605,9,64
605-06,605,2,22
606-01,606,10,109
606-02,606,20,12
606-03,606,6,168
607-01,607,19,7
607-02,607,12,114
607-03,607,2,22
607-04,607,10,109
607-05,607,9,64
607-06,607,20,12
607-07,607,17,39
607-08,607,11,109
607-09,607,1,109
608-01,608,1,109
608-02,608,20,12
608-03,608,13,599
608-04,608,5,695
608-05,608,2,22
608-06,608,18,9
608-07,608,14,999
608-08,608,17,39
608-09,608,9,64
609-01,609,4,15
609-02,609,7,9
609-03,609,2,22
609-04,609,18,9
609-05,609,20,12
609-06,609,16,29
610-01,610,3,55
611-01,611,2,22
612-01,612,15,56
612-02,612,4,15
613-01,613,20,12
613-02,613,7,9
613-03,613,6,168
613-04,613,4,15
613-05,613,10,109
613-06,613,2,22
614-01,614,13,599
614-02,614,9,64
614-03,614,10,109
614-04,614,14,999
614-05,614,17,39
614-06,614,15,56
614-07,614,4,15
615-01,615,15,56
615-02,615,6,168
615-03,615,19,7
615-04,615,3,55
616-01,616,3,55
616-02,616,13,599
616-03,616,2,22
616-04,616,6,168
616-05,616,4,15
616-06,616,20,12
617-01,617,7,9
617-02,617,4,15
618-01,618,8,10
619-01,619,2,22
619-02,619,18,9
619-03,619,1,109
619-04,619,7,9
619-05,619,16,29
620-01,620,3,55
620-02,620,8,10
620-03,620,1,109
620-04,620,15,56
620-05,620,20,12
620-06,620,7,9
620-07,620,10,109
620-08,620,17,39
620-09,620,4,15
620-10,620,14,999
621-01,621,16,29
621-02,621,5,695
621-03,621,13,599
621-04,621,7,9
621-05,621,3,55
621-06,621,11,109
621-07,621,20,12
621-08,621,2,22
621-09,621,8,10
622-01,622,3,55
622-02,622,6,168
622-03,622,13,599
622-04,622,16,29
622-05,622,15,56
622-06,622,11,109
622-07,622,18,9
622-08,622,8,10
622-09,622,7,9
622-10,622,2,22
623-01,623,7,9
623-02,623,4,15
623-03,623,5,695
623-04,623,20,12
623-05,623,6,168
623-06,623,2,22
623-07,623,13,599
623-08,623,17,39
623-09,623,3,55
623-10,623,15,56
624-01,624,15,56
624-02,624,6,168
624-03,624,3,55
624-04,624,18,9
624-05,624,13,599
624-06,624,12,114
625-01,625,5,695
625-02,625,11,109
625-03,625,16,29
625-04,625,3,55
625-05,625,2,22
625-06,625,14,999
625-07,625,12,114
626-01,626,7,9
626-02,626,6,168
626-03,626,14,999
627-01,627,8,10
627-02,627,11,109
627-03,627,10,109
627-04,627,18,9
627-05,627,4,15
627-06,627,7,9
628-01,628,1,109
628-02,628,18,9
628-03,628,4,15
628-04,628,20,12
628-05,628,5,695
628-06,628,7,9
629-01,629,2,22
629-02,629,7,9
629-03,629,1,109
629-04,629,10,109
629-05,629,4,15
629-06,629,19,7
629-07,629,3,55
629-08,629,8,10
629-09,629,18,9
629-10,629,6,168
630-01,630,18,9
630-02,630,9,64
630-03,630,15,56
630-04,630,11,109
630-05,630,8,10
630-06,630,4,15
631-01,631,12,114
631-02,631,7,9
631-03,631,14,999
631-04,631,15,56
631-05,631,3,55
631-06,631,5,695
631-07,631,2,22
631-08,631,1,109
631-09,631,6,168
632-01,632,10,109
632-02,632,17,39
632-03,632,18,9
632-04,632,1,109
632-05,632,19,7
633-01,633,20,12
633-02,633,2,22
633-03,633,19,7
634-01,634,20,12
635-01,635,18,9
636-01,636,19,7
636-02,636,2,22
636-03,636,7,9
636-04,636,20,12
636-05,636,4,15
636-06,636,14,999
636-07,636,6,168
637-01,637,7,9
637-02,637,10,109
637-03,637,19,7
637-04,637,13,599
637-05,637,3,55
637-06,637,4,15
637-07,637,1,109
637-08,637,9,64
638-01,638,19,7
638-02,638,13,599
638-03,638,17,39
638-04,638,10,109
638-05,638,4,15
638-06,638,16,29
638-07,638,3,55
638-08,638,8,10
638-09,638,18,9
638-10,638,20,12
639-01,639,14,999
640-01,640,5,695
640-02,640,1,109
641-01,641,3,55
641-02,641,2,22
642-01,642,19,7
642-02,642,9,64
642-03,642,4,15
642-04,642,6,168
642-05,642,18,9
642-06,642,17,39
642-07,642,7,9
642-08,642,20,12
642-09,642,15,56
642-10,642,14,999
643-01,643,14,999
643-02,643,19,7
643-03,643,18,9
643-04,643,15,56
643-05,643,5,695
644-01,644,15,56
644-02,644,18,9
644-03,644,3,55
644-04,644,1,109
644-05,644,10,109
644-06,644,7,9
644-07,644,20,12
645-01,645,11,109
645-02,645,12,114
645-03,645,4,15
646-01,646,16,29
646-02,646,6,168
646-03,646,5,695
646-04,646,3,55
646-05,646,7,9
647-01,647,18,9
647-02,647,11,109
647-03,647,16,29
647-04,647,3,55
647-05,647,13,599
647-06,647,1,109
647-07,647,19,7
647-08,647,7,9
647-09,647,20,12
648-01,648,16,29
648-02,648,3,55
648-03,648,9,64
649-01,649,16,29
649-02,649,2,22
649-03,649,18,9
649-04,649,3,55
649-05,649,9,64
649-06,649,4,15
650-01,650,19,7
650-02,650,11,109
650-03,650,14,999
650-04,650,3,55
650-05,650,15,56
650-06,650,4,15
651-01,651,19,7
651-02,651,3,55
651-03,651,12,114
651-04,651,8,10
651-05,651,17,39
651-06,651,7,9
651-07,651,2,22
651-08,651,14,999
651-09,651,1,109
652-01,652,1,109
652-02,652,16,29
652-03,652,2,22
652-04,652,8,10
653-01,653,3,55
653-02,653,14,999
653-03,653,8,10
653-04,653,20,12
654-01,654,11,109
654-02,654,5,695
654-03,654,13,599
654-04,654,18,9
654-05,654,20,12
654-06,654,7,9
654-07,654,3,55
655-01,655,11,109
656-01,656,20,12
656-02,656,12,114
656-03,656,6,168
656-04,656,17,39
656-05,656,18,9
656-06,656,7,9
656-07,656,19,7
657-01,657,13,599
657-02,657,11,109
657-03,657,6,168
657-04,657,17,39
657-05,657,20,12
657-06,657,5,695
657-07,657,12,114
657-08,657,14,999
657-09,657,7,9
658-01,658,14,999
658-02,658,6,168
658-03,658,8,10
658-04,658,7,9
658-05,658,20,12
658-06,658,16,29
658-07,658,3,55
658-08,658,10,109
658-09,658,17,39
659-01,659,9,64
659-02,659,1,109
660-01,660,20,12
660-02,660,4,15
660-03,660,7,9
660-04,660,9,64
660-05,660,1,109
660-06,660,12,114
661-01,661,9,64
661-02,661,3,55
661-03,661,17,39
661-04,661,16,29
661-05,661,12,114
661-06,661,15,56
661-07,661,13,599
661-08,661,8,10
661-09,661,4,15
662-01,662,18,9
663-01,663,2,22
663-02,663,8,10
663-03,663,18,9
663-04,663,9,64
663-05,663,4,15
663-06,663,15,56
663-07,663,6,168
663-08,663,17,39
663-09,663,16,29
664-01,664,3,55
665-01,665,3,55
665-02,665,19,7
665-03,665,16,29
665-04,665,14,999
665-05,665,1,109
665-06,665,7,9
665-07,665,8,10
665-08,665,10,109
665-09,665,13,599
665-10,665,9,64
666-01,666,9,64
666-02,666,3,55
666-03,666,15,56
666-04,666,11,109
666-05,666,16,29
666-06,666,19,7
666-07,666,17,39
666-08,666,18,9
667-01,667,4,15
667-02,667,2,22
667-03,667,16,29
667-04,667,20,12
667-05,667,8,10
667-06,667,9,64
667-07,667,1,109
667-08,667,10,109
667-09,667,7,9
668-01,668,7,9
668-02,668,14,999
668-03,668,3,55
668-04,668,12,114
668-05,668,4,15
668-06,668,1,109
668-07,668,5,695
668-08,668,17,39
669-01,669,6,168
670-01,670,8,10
670-02,670,16,29
670-03,670,9,64
670-04,670,18,9
670-05,670,19,7
670-06,670,6,168
670-07,670,14,999
670-08,670,4,15
670-09,670,5,695
670-10,670,1,109
671-01,671,7,9
671-02,671,16,29
671-03,671,6,168
671-04,671,12,114
672-01,672,10,109
672-02,672,2,22
672-03,672,3,55
673-01,673,19,7
674-01,674,20,12
674-02,674,8,10
674-03,674,12,114
675-01,675,2,22
675-02,675,14,999
675-03,675,18,9
675-04,675,4,15
675-05,675,11,109
675-06,675,12,114
675-07,675,8,10
675-08,675,7,9
676-01,676,2,22
676-02,676,12,114
676-03,676,16,29
676-04,676,13,599
677-01,677,3,55
677-02,677,4,15
677-03,677,19,7
677-04,677,9,64
677-05,677,7,9
677-06,677,2,22
677-07,677,1,109
677-08,677,11,109
677-09,677,18,9
678-01,678,8,10
678-02,678,13,599
678-03,678,15,56
678-04,678,7,9
678-05,678,16,29
678-06,678,19,7
678-07,678,12,114
678-08,678,11,109
678-09,678,1,109
679-01,679,3,55
679-02,679,6,168
679-03,679,11,109
679-04,679,7,9
679-05,679,8,10
679-06,679,20,12
679-07,679,5,695
679-08,679,19,7
679-09,679,14,999
679-10,679,16,29
680-01,680,20,12
680-02,680,6,168
681-01,681,11,109
681-02,681,9,64
681-03,681,10,109
681-04,681,13,599
681-05,681,14,999
681-06,681,16,29
681-07,681,3,55
681-08,681,20,12
681-09,681,8,10
681-10,681,17,39
682-01,682,2,22
682-02,682,12,114
682-03,682,20,12
682-04,682,18,9
682-05,682,10,109
682-06,682,17,39
682-07,682,1,109
683-01,683,18,9
683-02,683,9,64
683-03,683,11,109
683-04,683,14,999
683-05,683,10,109
683-06,683,17,39
683-07,683,5,695
683-08,683,16,29
684-01,684,7,9
684-02,684,10,109
684-03,684,15,56
684-04,684,19,7
684-05,684,20,12
684-06,684,16,29
684-07,684,2,22
685-01,685,4,15
685-02,685,14,999
685-03,685,11,109
685-04,685,16,29
685-05,685,3,55
685-06,685,7,9
685-07,685,20,12
686-01,686,12,114
686-02,686,17,39
686-03,686,11,109
686-04,686,14,999
686-05,686,5,695
686-06,686,3,55
686-07,686,10,109
687-01,687,5,695
687-02,687,14,999
687-03,687,16,29
687-04,687,7,9
687-05,687,10,109
688-01,688,12,114
688-02,688,15,56
688-03,688,2,22
688-04,688,4,15
688-05,688,17,39
688-06,688,16,29
688-07,688,1,109
689-01,689,13,599
689-02,689,5,695
690-01,690,14,999
690-02,690,4,15
690-03,690,15,56
690-04,690,13,599
690-05,690,7,9
690-06,690,1,109
690-07,690,10,109
690-08,690,5,695
691-01,691,19,7
691-02,691,15,56
691-03,691,11,109
691-04,691,3,55
691-05,691,2,22
691-06,691,4,15
692-01,692,6,168
692-02,692,15,56
692-03,692,1,109
692-04,692,11,109
693-01,693,18,9
694-01,694,13,599
694-02,694,14,999
694-03,694,4,15
694-04,694,18,9
694-05,694,2,22
694-06,694,5,695
694-07,694,11,109
695-01,695,12,114
695-02,695,18,9
695-03,695,3,55
695-04,695,15,56
696-01,696,16,29
696-02,696,17,39
696-03,696,7,9
696-04,696,4,15
696-05,696,19,7
696-06,696,9,64
697-01,697,10,109
697-02,697,12,114
697-03,697,19,7
697-04,697,7,9
697-05,697,6,168
697-06,697,4,15
698-01,698,5,695
698-02,698,17,39
698-03,698,16,29
698-04,698,13,599
698-05,698,11,109
698-06,698,4,15
698-07,698,7,9
698-08,698,9,64
698-09,698,19,7
698-10,698,8,10
699-01,699,19,7
699-02,699,14,999
699-03,699,2,22
699-04,699,17,39
700-01,700,18,9
700-02,700,5,695
700-03,700,7,9
700-04,700,15,56
701-01,701,7,9
701-02,701,20,12
702-01,702,14,999
702-02,702,13,599
702-03,702,10,109
702-04,702,5,695
702-05,702,9,64
703-01,703,8,10
703-02,703,7,9
703-03,703,13,599
703-04,703,20,12
703-05,703,3,55
704-01,704,19,7
705-01,705,15,56
705-02,705,2,22
705-03,705,7,9
705-04,705,17,39
705-05,705,4,15
705-06,705,16,29
705-07,705,5,695
705-08,705,19,7
705-09,705,20,12
705-10,705,1,109
706-01,706,14,999
707-01,707,8,10
707-02,707,4,15
707-03,707,11,109
707-04,707,7,9
707-05,707,1,109
707-06,707,3,55
707-07,707,9,64
707-08,707,16,29
707-09,707,14,999
708-01,708,7,9
708-02,708,12,114
708-03,708,13,599
709-01,709,10,109
709-02,709,4,15
709-03,709,9,64
709-04,709,18,9
710-01,710,6,168
710-02,710,7,9
710-03,710,13,599
710-04,710,5,695
710-05,710,17,39
710-06,710,12,114
710-07,710,10,109
711-01,711,7,9
711-02,711,13,599
711-03,711,1,109
711-04,711,19,7
711-05,711,17,39
711-06,711,8,10
711-07,711,14,999
711-08,711,9,64
711-09,711,11,109
711-10,711,4,15
712-01,712,9,64
712-02,712,14,999
712-03,712,8,10
712-04,712,19,7
713-01,713,3,55
713-02,713,8,10
713-03,713,17,39
713-04,713,16,29
713-05,713,11,109
713-06,713,10,109
713-07,713,7,9
714-01,714,20,12
715-01,715,1,109
715-02,715,9,64
715-03,715,16,29
715-04,715,4,15
715-05,715,20,12
715-06,715,19,7
715-07,715,7,9
716-01,716,9,64
717-01,717,5,695
717-02,717,7,9
717-03,717,3,55
717-04,717,2,22
717-05,717,14,999
717-06,717,19,7
717-07,717,10,109
717-08,717,16,29
717-09,717,18,9
717-10,717,9,64
718-01,718,16,29
718-02,718,14,999
718-03,718,15,56
718-04,718,2,22
719-01,719,6,168
719-02,719,5,695
719-03,719,7,9
719-04,719,14,999
719-05,719,20,12
719-06,719,4,15
719-07,719,1,109
719-08,719,15,56
719-09,719,16,29
719-10,719,8,10
720-01,720,11,109
720-02,720,13,599
721-01,721,11,109
721-02,721,2,22
721-03,721,18,9
721-04,721,17,39
721-05,721,14,999
721-06,721,6,168
721-07,721,3,55
722-01,722,9,64
722-02,722,20,12
722-03,722,17,39
722-04,722,13,599
722-05,722,10,109
722-06,722,11,109
722-07,722,2,22
722-08,722,4,15
722-09,722,16,29
723-01,723,19,7
723-02,723,8,10
723-03,723,11,109
723-04,723,1,109
723-05,723,2,22
723-06,723,13,599
723-07,723,17,39
724-01,724,5,695
724-02,724,2,22
724-03,724,8,10
724-04,724,10,109
724-05,724,13,599
724-06,724,3,55
724-07,724,18,9
725-01,725,11,109
726-01,726,3,55
726-02,726,11,109
726-03,726,20,12
726-04,726,19,7
727-01,727,7,9
727-02,727,6,168
727-03,727,11,109
728-01,728,12,114
728-02,728,9,64
728-03,728,7,9
728-04,728,2,22
728-05,728,10,109
728-06,728,16,29
728-07,728,1,109
729-01,729,14,999
729-02,729,2,22
729-03,729,18,9
729-04,729,12,114
729-05,729,5,695
729-06,729,20,12
729-07,729,11,109
729-08,729,16,29
729-09,729,17,39
730-01,730,1,109
730-02,730,15,56
730-03,730,17,39
730-04,730,6,168
730-05,730,2,22
730-06,730,5,695
730-07,730,10,109
731-01,731,8,10
731-02,731,5,695
731-03,731,10,109
731-04,731,15,56
731-05,731,17,39
731-06,731,19,7
731-07,731,14,999
731-08,731,7,9
731-09,731,4,15
731-10,731,1,109
732-01,732,12,114
732-02,732,11,109
732-03,732,10,109
732-04,732,1,109
732-05,732,3,55
732-06,732,5,695
732-07,732,7,9
733-01,733,2,22
733-02,733,14,999
733-03,733,19,7
733-04,733,9,64
734-01,734,6,168
734-02,734,10,109
734-03,734,18,9
734-04,734,2,22
734-05,734,19,7
734-06,734,8,10
734-07,734,20,12
734-08,734,3,55
734-09,734,9,64
734-10,734,11,109
735-01,735,16,29
735-02,735,19,7
736-01,736,3,55
736-02,736,15,56
736-03,736,9,64
736-04,736,12,114
736-05,736,17,39
736-06,736,14,999
736-07,736,1,109
736-08,736,10,109
736-09,736,18,9
736-10,736,6,168
737-01,737,8,10
737-02,737,18,9
737-03,737,19,7
737-04,737,1,109
738-01,738,15,56
738-02,738,2,22
738-03,738,7,9
738-04,738,12,114
739-01,739,12,114
739-02,739,2,22
739-03,739,20,12
739-04,739,11,109
739-05,739,19,7
739-06,739,4,15
739-07,739,16,29
739-08,739,8,10
740-01,740,5,695
740-02,740,1,109
740-03,740,18,9
740-04,740,15,56
741-01,741,11,109
741-02,741,10,109
741-03,741,17,39
741-04,741,6,168
741-05,741,18,9
741-06,741,5,695
742-01,742,15,56
742-02,742,20,12
742-03,742,2,22
742-04,742,14,999
742-05,742,5,695
742-06,742,3,55
742-07,742,7,9
742-08,742,10,109
742-09,742,6,168
742-10,742,16,29
743-01,743,15,56
743-02,743,16,29
743-03,743,2,22
743-04,743,6,168
743-05,743,7,9
743-06,743,8,10
743-07,743,10,109
743-08,743,17,39
743-09,743,19,7
743-10,743,3,55
744-01,744,13,599
744-02,744,3,55
745-01,745,7,9
745-02,745,18,9
745-03,745,14,999
745-04,745,4,15
746-01,746,10,109
746-02,746,14,999
746-03,746,2,22
747-01,747,8,10
747-02,747,13,599
747-03,747,20,12
747-04,747,2,22
747-05,747,16,29
747-06,747,4,15
747-07,747,15,56
747-08,747,6,168
747-09,747,5,695
748-01,748,18,9
748-02,748,16,29
748-03,748,11,109
748-04,748,2,22
748-05,748,20,12
748-06,748,14,999
748-07,748,17,39
748-08,748,6,168
748-09,748,9,64
749-01,749,18,9
750-01,750,20,12
750-02,750,18,9
750-03,750,9,64
750-04,750,11,109
750-05,750,7,9
750-06,750,17,39
750-07,750,4,15
750-08,750,3,55
750-09,750,13,599
750-10,750,12,114
751-01,751,5,695
751-02,751,2,22
751-03,751,8,10
751-04,751,11,109
751-05,751,13,599
752-01,752,15,56
752-02,752,3,55
752-03,752,1,109
752-04,752,2,22
752-05,752,13,599
752-06,752,8,10
753-01,753,19,7
754-01,754,4,15
754-02,754,12,114
754-03,754,5,695
754-04,754,17,39
754-05,754,18,9
755-01,755,9,64
755-02,755,11,109
755-03,755,8,10
755-04,755,13,599
755-05,755,4,15
755-06,755,3,55
755-07,755,14,999
755-08,755,1,109
755-09,755,15,56
755-10,755,18,9
756-01,756,11,109
756-02,756,8,10
756-03,756,2,22
756-04,756,12,114
756-05,756,9,64
756-06,756,19,7
756-07,756,20,12
756-08,756,16,29
756-09,756,18,9
756-10,756,1,109
757-01,757,8,10
757-02,757,17,39
757-03,757,20,12
757-04,757,14,999
757-05,757,1,109
757-06,757,6,168
757-07,757,5,695
757-08,757,13,599
757-09,757,2,22
758-01,758,13,599
758-02,758,1,109
